time,imbalance gamma=0J,imbalance gamma=0.1J,imbalance gamma=0.5J,imbalance gamma=1J,imbalance gamma=2J,imbalance gamma=5J
2.2800000000000002,-0.15310224508883397,-0.13192158297897555,-0.04455340461320393,0.04776919701140462,0.17013701950011914,0.3219401149604801
2.29,-0.15061020284551974,-0.13027463582720575,-0.04463849804065625,0.04703549930125375,0.1692276940283484,0.3212903204865425
2.3000000000000003,-0.14806890828671937,-0.1285891969225875,-0.044705330894491024,0.046312017550620255,0.1683232276617818,0.32064183753875564
2.31,-0.14547954169187544,-0.12686618206460412,-0.0447542435869901,0.04559863543121114,0.16742359452412964,0.3199946634699705
2.32,-0.1428432960135858,-0.12510651389048708,-0.04478557602768114,0.04489523730028231,0.16652876887075016,0.31934879563836205
2.33,-0.14016137643153356,-0.12331112152501467,-0.04479966752461925,0.044201708213405126,0.16563872508841793,0.3187042314074289
2.34,-0.13743499990292057,-0.12148094022972888,-0.04479685668788268,0.043517933937581424,0.16475343769498363,0.318060968145991
2.35,-0.13466539470955888,-0.11961691105169821,-0.044777481334298125,0.04284380096350974,0.16387288133894598,0.31741900322819344
2.36,-0.13185380000179284,-0.11771998047194931,-0.04474187839402019,0.04217919651674705,0.16299703079921493,0.3167783340334938
2.37,-0.12900146533941168,-0.11579110005369442,-0.044690383818808854,0.0415240085693211,0.16212586098464082,0.3161389579465894
2.38,-0.1261096502297315,-0.11383122609047756,-0.04462333249257259,0.040878125849731564,0.16125934693359112,0.3155008723575799
2.39,-0.1231796236630009,-0.11184131925436308,-0.044541058143407336,0.0402414378530746,0.16039746381368356,0.314864074661827
2.4,-0.12021266364531231,-0.10982234424429019,-0.044443893257293636,0.03961383485062159,0.15954018692120203,0.3142285622599085
2.41,-0.11721005672917867,-0.10777526943471503,-0.04433216899351878,0.03899520789827624,0.15868749168069382,0.31359433255762037
2.42,-0.11417309754195559,-0.10570106652466466,-0.044206215102227775,0.03838544884548611,0.15783935364466958,0.31296138296597753
2.43,-0.1111030883122704,-0.1036007101873206,-0.044066359843807114,0.037784450342697784,0.1569957484929232,0.31232971090120965
2.44,-0.10800133839463871,-0.10147517772027054,-0.043912929909712954,0.037192105848981,0.15615665203215104,0.31169931378476673
2.45,-0.10486916379243434,-0.09932544869650525,-0.04374625034507787,0.03660830963904161,0.15532204019562507,0.3110701890433137
2.46,-0.10170788667938975,-0.09715250461631164,-0.04356664447329123,0.03603295680940174,0.15449188904243527,0.31044233410872174
2.47,-0.09851883491979299,-0.09495732856018975,-0.043374433822652436,0.035465943284867976,0.1536661747571162,0.3098157464180009
2.48,-0.0953033415875657,-0.0927409048428896,-0.04316993805432122,0.03490716582369474,0.15284487364931293,0.3091904234134564
2.49,-0.09206274448438274,-0.09050421866869007,-0.04295347489207946,0.03435652202308809,0.15202796215296357,0.3085663625425449
2.5,-0.08879838565701614,-0.08824825578803935,-0.04272536005395744,0.03381391032382244,0.15121541682590817,0.3079435612578342
2.5100000000000002,-0.0855116109140726,-0.08597400215566708,-0.04248590718602735,0.03327923001454948,0.15040721434956872,0.30732201701700657
2.52,-0.08220376934230046,-0.08368244359028473,-0.04223542779744451,0.03275238123596859,0.14960333152809918,0.30670172728285816
2.5300000000000002,-0.0788762128226366,-0.08137456543598565,-0.04197423119727487,0.03223326498410656,0.14880374528793733,0.3060826895232989
2.54,-0.0755302955461712,-0.07905135222545712,-0.04170262443314137,0.031721783113853846,0.1480084326775173,0.3054649012113523
2.5500000000000003,-0.07216737353019845,-0.07671378734511378,-0.041420912232027256,0.031217838341515366,0.14721737086643866,0.30484835982515485
2.56,-0.06878880413453123,-0.07436285270226373,-0.04112939694231579,0.03072133424751663,0.14643053714489937,0.30423306284794305
2.57,-0.06539594557824796,-0.07199952839441111,-0.04082837847756669,0.030232175278442238,0.14564790892344118,0.303619007767991
2.58,-0.061990156457047946,-0.06962479238080675,-0.040518154262108474,0.02975026674885949,0.14486946373223555,0.3030061920787663
2.59,-0.058572795261384536,-0.06723962015635092,-0.040199019178713824,0.029275514842878127,0.14409517922031567,0.30239461327877626
2.6,-0.0551452198955488,-0.06484498442794995,-0.039871265517490116,0.028807826615201305,0.14332503315532572,0.30178426887154153
2.61,-0.05170878719787369,-0.062441854793433976,-0.03953518292646827,0.028347109992139942,0.14255900342303632,0.3011751563655928
2.62,-0.04826485246222984,-0.06003119742313382,-0.039191058364039154,0.027893273772033357,0.14179706802633568,0.3005672732744733
2.63,-0.044814768960983055,-0.057613974744220836,-0.03883917605330975,0.02744622762566177,0.1410392050849491,0.29996061711673855
2.64,-0.04135988746957958,-0.055191145127916855,-0.038479817437690335,0.02700588209613843,0.1402853928351264,0.2993551854159533
2.65,-0.03790155579293265,-0.05276366257963321,-0.03811326113812641,0.02657214859872027,0.13953560962863706,0.29875097570069714
2.66,-0.034441118293770515,-0.050332476432180376,-0.03773978291224398,0.026144939420204474,0.1387898339322515,0.29814798550454386
2.67,-0.030979915423119793,-0.047898531042128406,-0.037359655615163766,0.025724167718196064,0.13804804432749834,0.29754621236600526
2.68,-0.027519283253082356,-0.04546276548940179,-0.036973149161601715,0.0253097475200037,0.1373102195100172,0.296945653828686
2.69,-0.02406055301207531,-0.04302611328020895,-0.03658053048957521,0.02490159372143482,0.13657633828859184,0.29634630744112717
2.7,-0.020605050622694545,-0.04058950205339043,-0.03618206352606232,0.024499622085188577,0.1358463795849113,0.29574817075677967
2.71,-0.017154096242370406,-0.03815385329027865,-0.035778009154036595,0.02410374923923283,0.13512032243327926,0.2951512413340082
2.72,-0.013709003806962628,-0.0357200820281534,-0.03536862518087287,0.023713892674711273,0.1343981459795339,0.29455551673608804
2.73,-0.010271080577467222,-0.033289096577378705,-0.03495416630837138,0.02332997074393571,0.1336798294805319,0.2939609945312061
2.74,-0.006841626689986626,-0.03086179824230323,-0.03453488410464552,0.022951902657838502,0.13296535230390286,0.2933676722924607
2.75,-0.0034219347091247105,-0.028439081046007803,-0.03411102697715273,0.02257960848360123,0.13225469392755826,0.29277554759786234
2.7600000000000002,-1.3289184957376508e-05,-0.02602183145897721,-0.03368284014718909,0.022213009141693132,0.13154783393854777,0.2921846180303151
2.77,0.0033830337862626307,-0.023610928131777117,-0.0332505656260718,0.021852026403143553,0.1308447520328234,0.2915948811775666
2.7800000000000002,0.006765766997518713,-0.02120724163180934,-0.03281444219285203,0.021496582886220705,0.1301454280149805,0.29100633463235054
2.79,0.01013365256240567,-0.01881163418422356,-0.03237470537319455,0.021146602053339916,0.12944984179744692,0.29041897599224165
2.8000000000000003,0.013485442342323552,-0.01642495941705367,-0.03193158741973739,0.020802008207442716,0.12875797339958558,0.28983280285962637
2.81,0.016819898369336207,-0.014048062110654956,-0.031485317294144166,0.02046272648853796,0.12806980294750128,0.28924781284170503
2.82,0.020135793264554697,-0.011681777951518547,-0.031036120650325346,0.020128682869824797,0.12738531067379213,0.2886640035504905
2.83,0.023431910651897505,-0.009326933290498746,-0.030584219818960257,0.019799804153880406,0.12670447691648792,0.2880813726028097
2.84,0.026707045567087,-0.0069843449055432315,-0.030129833793542428,0.019476017968553343,0.12602728211841388,0.2874999176203021
2.85,0.029960004861743057,-0.004654819768997788,-0.029673178217837815,0.019157252762824296,0.12535370682696387,0.2869196362294199
2.86,0.03318960760243269,-0.0023391548195301026,-0.029214465374445817,0.01884343780248289,0.12468373169386876,0.2863405260614148
2.87,0.03639468546454324,-3.8136738735496897e-05,-0.02875390417473679,0.018534503165698223,0.12401733747397983,0.28576258475227934
2.88,0.03957408312084071,0.0022474582675143136,-0.028291700150252272,0.01823037973848174,0.12335450502481476,0.28518580994289605
2.89,0.042726658624586134,0.004516864682927261,-0.027828055445201363,0.01793099921001191,0.12269521530630736,0.28461019927889164
2.9,0.045851283787073926,0.006769327889794312,-0.027363168810194745,0.01763629406787542,0.12203944938057042,0.28403575041060963
2.91,0.04894684454947177,0.009004104373092478,-0.026897235597340825,0.017346197593199452,0.12138718841062286,0.28346246099311123
2.92,0.05201224134882918,0.011220461919633891,-0.02643044775652145,0.017060643855653163,0.12073841366002397,0.2828903286861719
2.93,0.055046389478137614,0.013417679812216587,-0.025962993832772542,0.016779567708448913,0.12009310649261125,0.2823193511542854
2.94,0.0580482194403167,0.015595049018727975,-0.02549505896494124,0.016502904783076044,0.1194512483722779,0.28174952606666104
2.95,0.06101667729601164,0.0177518723761606,-0.025026824885506713,0.016230591484240536,0.1188128208616875,0.28118085109722457
2.96,0.06395072500508268,0.01988746476949529,-0.024558469921459793,0.015962564984294565,0.11817780562192118,0.2806133239246075
2.97,0.06684934076167529,0.022001153305413832,-0.024090168996382298,0.015698763218187844,0.11754618441222212,0.2800469422320819
2.98,0.06971151932275846,0.024092277480790156,-0.023622093633609106,0.015439124877555395,0.11691793908980722,0.27948170370771397
2.99,0.07253627233002242,0.02616018934596616,-0.023154411960430415,0.015183589405747358,0.11629305160860096,0.2789176060442236
3.0,0.07532262862503132,0.028204253662733148,-0.02268728871342848,0.014932096991550847,0.11567150401883297,0.27835464693895257
3.0100000000000002,0.07806963455752478,0.030223848057002563,-0.022220885244827866,0.014684588564336876,0.11505327846681056,0.2777928240938645
3.02,0.08077635428676942,0.03221836316614086,-0.021755359529811603,0.014441005787436349,0.11443835719475226,0.277232135215544
3.0300000000000002,0.08344187007586201,0.03418720278093875,-0.02129086617494308,0.014201291053383164,0.11382672253961273,0.27667257801519785
3.04,0.08606528257888696,0.036129783982188156,-0.02082755642756124,0.013965387477016311,0.11321835693254965,0.27611415020865376
3.0500000000000003,0.08864571112083791,0.03804553727184531,-0.02036557818600292,0.013733238890765756,0.11261324289875585,0.27555684951636117
3.06,0.091182293970211,0.03993390669875583,-0.019905076010934657,0.013504789837573819,0.11201136305727087,0.2750006736633839
3.0700000000000003,0.09367418860418397,0.04179434997892589,-0.01944619113763505,0.013279985566137712,0.111412700119999,0.27444562037932924
3.08,0.09612057196629714,0.04362633861031951,-0.01898906148893462,0.013058772023794414,0.11081723689097367,0.2738916873984986
3.09,0.09852064071655237,0.045429357982167885,-0.01853382168927469,0.012841095851562456,0.11022495626624391,0.27333887245976457
3.1,0.10087361147385449,0.04720290747877809,-0.018080603079711457,0.01262690437721177,0.10963584123365232,0.2727871733065286
3.11,0.1031787210507159,0.04894650057782908,-0.017629533733391437,0.012416145609876285,0.10904987487211655,0.2722365876867189
3.12,0.10543522668015455,0.050659664943145194,-0.017180738472160912,0.012208768233578887,0.10846704035065945,0.2716871133527937
3.13,0.10764240623471431,0.0523419425119368,-0.01673433888410872,0.012004721601172469,0.10788732092831743,0.27113874806173793
3.14,0.10979955843753937,0.05399288957652525,-0.016290453341414688,0.011803955728548097,0.10731069995388459,0.2705914895750657
3.15,0.11190600306544021,0.05561207686051561,-0.015849197019322865,0.011606421287778999,0.10673716086549237,0.2700453356588192
3.16,0.11396108114389032,0.05719908958943646,-0.0154106819160462,0.011412069602031678,0.10616668718943086,0.26950028408356513
3.17,0.11596415513389563,0.05875352755584384,-0.014975016872818579,0.01122085263808047,0.10559926254001933,0.2689563326243209
3.18,0.1179146091106804,0.06027500517889173,-0.014542307595055143,0.011032723001607103,0.10503487061933395,0.2684134790606946
3.19,0.1198118489341378,0.0617631515583745,-0.014112656674444259,0.010847633929515092,0.10447349521703889,0.2678717211767903
3.2,0.1216553024110013,0.06321761052324715,-0.013686163611021044,0.01066553928518107,0.10391512020913714,0.2673310567611467
3.21,0.12344441944868279,0.06463804067463318,-0.013262924836357257,0.01048639355105789,0.10335972955767891,0.2667914836067404
3.22,0.12517867220074222,0.066024115423332,-0.012843033737660249,0.010310151823354192,0.10280730731056548,0.26625299951098325
3.23,0.12685755520394598,0.06737552302183487,-0.012426580681682566,0.010136769805482115,0.10225783760141192,0.26571560227572555
3.24,0.1284805855068774,0.06869196659086928,-0.012013653039797175,0.009966203801691755,0.10171130464854204,0.2651792897072527
3.25,0.1300473027900689,0.06997316414048314,-0.011604335213917676,0.009798410711679695,0.10116769275436491,0.264644059616287
3.2600000000000002,0.13155726947762267,0.07121884858569237,-0.011198708662059836,0.009633348023178815,0.10062698630528066,0.26410990981798704
3.27,0.13301007084029495,0.07242876775670819,-0.010796851925173018,0.009470973807379383,0.10008916977146881,0.263576838131877
3.2800000000000002,0.1344053150900207,0.07360268440376928,-0.010398840654676693,0.009311246711109963,0.09955422770629704,0.26304484238195974
3.29,0.13574263346585494,0.07474037619660127,-0.01000474763951409,0.009154125952307742,0.09902214474533746,0.26251392039666516
3.3000000000000003,0.1370216803113197,0.07584163571852943,-0.00961464283460967,0.008999571312646445,0.09849290560629377,0.2619840700087686
3.31,0.13824213314313216,0.07690627045527337,-0.00922859338979908,0.008847543132186584,0.09796649508873793,0.26145528905539406
3.3200000000000003,0.13940369271131767,0.07793410277845138,-0.008846663678248745,0.00869800230325714,0.09744289807389983,0.2609275753780107
3.33,0.14050608305068443,0.07892496992382816,-0.008468915326400461,0.00855091026373006,0.0969220995234768,0.2604009268224334
3.34,0.1415490515236652,0.07987872396433737,-0.008095407244063678,0.00840622899230854,0.0964040844794308,0.25987534123882583
3.35,0.1425323688545244,0.08079523177791312,-0.00772619565409194,0.008263921000810692,0.09588883806378401,0.25935081648169617
3.36,0.14345582915492391,0.08167437501016948,-0.007361334123686725,0.00812394932998657,0.09537634547851331,0.25882735040990074
3.37,0.14431924994086467,0.0825160500319631,-0.007000873595391275,0.007986277541989521,0.09486659200455982,0.25830494088658645
3.38,0.14512247214099858,0.08332016789188251,-0.006644862417968292,0.00785086971551458,0.09435956300127174,0.2577835857792557
3.39,0.14586536009633808,0.08408665426370147,-0.006293346378899673,0.007717690439577341,0.09385524390632016,0.25726328295977796
3.4,0.1465478015513608,0.08481544938884245,-0.005946368736025279,0.007586704807119956,0.09335362023549369,0.25674403030428294
3.41,0.1471697076365389,0.08550650801390049,-0.005603970249622471,0.00745787841045953,0.09285467758219358,0.2562258256931577
3.42,0.14773101284230922,0.08615979932326306,-0.005266189215856872,0.00733117733370988,0.0923584016164612,0.25570866701104805
3.43,0.1482316749845086,0.08677530686686998,-0.004933061498884572,0.007206568148851418,0.0918647780849085,0.2551925521468574
3.44,0.14867167516130086,0.0873530284831852,-0.00460462056415103,0.007084017908441874,0.09137379281046275,0.25467747899374665
3.45,0.14905101770162518,0.08789297621741121,-0.004280897512415208,0.0069634941407995185,0.09088543169225055,0.2541634454491363
3.46,0.14936973010520002,0.08839517623500501,-0.003961921112348585,0.006844964844316241,0.0903996807044612,0.25365044941470355
3.47,0.14962786297411954,0.08885966873055122,-0.0036477178349352776,0.006728398480928369,0.08991652589608091,0.253138488796349
3.48,0.14982548993607844,0.089286507832044,-0.003338311887672597,0.006613763972087083,0.0894359533907503,0.2526275615042026
3.49,0.1499627075592682,0.08967576150063855,-0.0030337252478436125,0.006501030691311003,0.08895794938662617,0.2521176654527026
3.5,0.15003963525899544,0.09002751142592554,-0.002733977697768301,0.006390168460353162,0.08848250015563848,0.2516087985604655
3.5100000000000002,0.15005641519606086,0.09034185291679508,-0.0024390868588602733,0.006281147542624956,0.08800959204277134,0.2511009587502783
3.52,0.1500132121669587,0.09061889478794279,-0.002149068225770078,0.0061739386378978495,0.08753921146601526,0.2505941439490997
3.5300000000000002,0.14991021348594688,0.0908587592420866,-0.0018639352021219099,0.006068512877739269,0.08707134491613264,0.2500883520880596
3.54,0.14974762885904347,0.09106158174796065,-0.0015836991342741962,0.005964841818534241,0.08660597895641875,0.24958358110245846
3.5500000000000003,0.14952569025001172,0.09122751091415393,-0.0013083693465240917,0.005862897438029143,0.08614310022163463,0.24907982893176828
3.56,0.14924465173839888,0.09135670835881696,-0.0010379531766670144,0.005762652128389259,0.08568269541786717,0.24857709351963364
3.5700000000000003,0.14890478936968563,0.09144934857537053,-0.0007724560098465129,0.005664078691886808,0.08522475132234202,0.24807537281385017
3.58,0.14850640099762688,0.09150561879424281,-0.0005118813145619435,0.005567150335759549,0.084769254783341,0.24757466476632622
3.59,0.14804980611884375,0.0915257188407112,-0.0002562306775627168,0.005471840665992008,0.08431619271931844,0.24707496733321244
3.6,0.1475353456997482,0.09150986098892529,-5.503838255191407e-06,0.005378123683890941,0.08386555211837267,0.24657627847476263
3.61,0.1469633819958728,0.09145826981217621,0.00024030127496963772,0.00528597377916228,0.08341732003818712,0.24607859615531746
3.62,0.14633429836368939,0.09137118202948862,0.0004811885107192069,0.005195365726253162,0.08297148360582257,0.24558191834330217
3.63,0.14564849906499108,0.09124884634860825,0.0007171634592112627,0.0051062746788853594,0.08252803001739595,0.24508624301122964
3.64,0.14490640906393498,0.09109152330545894,0.0009482334165340844,0.005018676164503931,0.08208694653710291,0.244591568135697
3.65,0.14410847381681594,0.09089948510014563,0.0011744073509018503,0.004932546080849549,0.08164822049713011,0.24409789169738852
3.66,0.14325515905467964,0.09067301542957967,0.0013956958665720727,0.004847860689229809,0.08121183929744698,0.24360521168107385
3.67,0.14234695055885124,0.09041240931683016,0.0016121111693292761,0.004764596611276755,0.08077779040575798,0.2431135260756029
3.68,0.14138435392948392,0.09011797293720357,0.001823667032233904,0.004682730823423398,0.08034606135657467,0.24262283287383896
3.69,0.14036789434722452,0.0897900234412037,0.0020303787596131066,0.004602240651823841,0.079916639750784,0.24213313007279702
3.7,0.13929811632808992,0.0894288887744321,0.002232263153780804,0.004523103769010358,0.07948951325558506,0.2416444156735389
3.71,0.13817558347166284,0.08903490749450028,0.0024293384797969605,0.004445298187411336,0.07906466960429497,0.24115668768112655
3.72,0.13700087820270548,0.08860842858503769,0.002621624430741375,0.00436880225637388,0.0786420965960191,0.2406699441046259
3.73,0.13577460150630669,0.08814981126687985,0.0028091420945711163,0.004293594656806105,0.07822178209472401,0.24018418295710298
3.74,0.13449737265665737,0.08765942480651773,0.0029919139185719894,0.00421965439636636,0.07780371402916518,0.23969940225562847
3.75,0.13316982893958326,0.0871376483218929,0.003169963676367342,0.004146960806321743,0.07738788039268432,0.23921560002127318
3.7600000000000002,0.13179262536893194,0.08658487058562113,0.0033433164339566907,0.00407549353532065,0.07697426924317151,0.23873277427911127
3.77,0.13036643439694068,0.08600148982572908,0.0035119985151701332,0.004005232546564696,0.07656286870217953,0.238250923058218
3.7800000000000002,0.12889194561869496,0.08538791352399581,0.0036760374695863312,0.003936158112813512,0.07615366695449766,0.23777004439160937
3.79,0.12736986547080378,0.0847445582120058,0.003835462037913908,0.003868250811649678,0.07574665224809861,0.23729013631633303
3.8000000000000003,0.1258009169244081,0.08407184926489482,0.0039903021194549245,0.003801491522644156,0.0753418128939411,0.23681119687344038
3.81,0.12418583917264935,0.08337022069300952,0.004140588739546272,0.003735861421403152,0.07493913726570828,0.23633322410790492
3.8200000000000003,0.12252538731272106,0.08264011493149491,0.004286354015626521,0.003671341976755392,0.07453861379888312,0.23585621606861903
3.83,0.1208203320226322,0.08188198262790775,0.004427631126251692,0.003607914946319812,0.07414023099066153,0.23538017080839385
3.84,0.11907145923281073,0.08109628242794482,0.004564454277658367,0.003545562371667266,0.07374397739978365,0.23490508638396218
3.85,0.1172795697926765,0.08028348075937503,0.0046968586720006105,0.0034842665758521236,0.07334984164647494,0.23443096085597637
3.86,0.11544547913231958,0.07944405161426044,0.004824880476205392,0.003424010157815016,0.07295781241169141,0.23395779228900704
3.87,0.11357001691941311,0.07857847632955761,0.004948556789019899,0.0033647759893976185,0.07256787843661151,0.23348557875154677
3.88,0.11165402671150111,0.07768724336618582,0.005067925611236722,0.0033065472116746947,0.0721800285226051,0.2330143183159736
3.89,0.1096983656037935,0.07677084808665154,0.005183025813571954,0.003249307229890885,0.07179425153101973,0.23254400905855632
3.9,0.10770390387261189,0.07582979253135869,0.005293897106013219,0.003193039711310933,0.07141053638304541,0.23207464905953523
3.91,0.10567152461462147,0.07486458519357397,0.005400580008086249,0.003137728580167398,0.07102887205876973,0.23160623640299616
3.92,0.1036021233819941,0.07387574079324893,0.005503115817169367,0.0030833580142761766,0.07064924759704093,0.23113876917686338
3.93,0.10149660781364123,0.07286378004975926,0.005601546580073816,0.0030299124422420113,0.07027165209535038,0.23067224547289902
3.94,0.09935589726266614,0.07182922945363257,0.005695915062308965,0.0029773765382351287,0.06989607470972621,0.2302066633867059
3.95,0.09718092242017431,0.07077262103735964,0.005786264718857096,0.0029257352199125518,0.06952250465419389,0.22974202101772587
3.96,0.09497262493559273,0.0696944921453825,0.005872639665841235,0.00287497364421674,0.06915093120011982,0.2292783164692382
3.97,0.09273195703364438,0.0685953852033438,0.005955084650338887,0.0028250772034309913,0.06878134367619088,0.22881554784836278
3.98,0.09045988112812414,0.067475847486688,0.006033645023464404,0.0027760315230754423,0.06841373146819797,0.22835371326604698
3.99,0.08815736943262886,0.06633643088870132,0.006108366711053437,0.002727822456963411,0.06804808401902011,0.22789281083701202
4.0,0.0858254035683896,0.06517769168808185,0.00617929618615962,0.002680436084698574,0.06768439082772225,0.22743283867988723
4.01,0.08346497416935635,0.06400019031616863,0.006246480442080792,0.002633858708656559,0.06732264144929465,0.2269737949170894
4.0200000000000005,0.0810770804846914,0.06280449112378365,0.006309966963903162,0.002588076849432243,0.06696282549459419,0.22651567767479516
4.03,0.0786627299788199,0.06159116214791073,0.006369803703170352,0.0025430772441036214,0.06660493263017551,0.22605848508294116
4.04,0.07622293792919,0.06036077487825157,0.0064260390500303025,0.002498846842083622,0.06624895257802825,0.2256022152752232
4.05,0.07375872702190293,0.05911390402373384,0.006478721807711848,0.002455372801836067,0.06589487511475615,0.2251468663890965
4.0600000000000005,0.07127112694536077,0.05785112727906755,0.006527901166820333,0.00241264248889845,0.06554269007151385,0.22469243656577698
4.07,0.06876117398209113,0.05657302509143285,0.0065736266788732935,0.002370643471293978,0.06519238733386198,0.22423892395023937
4.08,0.06622991059890214,0.055280180427386416,0.006615948232548536,0.0023293635174241665,0.06484395684171207,0.22378632669121712
4.09,0.06367838503552513,0.05397317854007066,0.006654916027383485,0.0022887905932686627,0.06449738858870055,0.22333464294114336
4.1,0.06110765089190019,0.05265260673680894,0.006690580550413225,0.0022489128582437517,0.06415267262167074,0.22288387085624262
4.11,0.05851876671426268,0.05131905414717818,0.006722992551627172,0.002209718663688062,0.06380979904066035,0.22243400859649887
4.12,0.05591279558018584,0.049973111491674535,0.006752203019801548,0.002171196549142449,0.06346875799869044,0.22198505432557802
4.13,0.053290804682736614,0.048615370850915496,0.006778263160167656,0.0021333352392700995,0.063129539701748,0.2215370062108265
4.14,0.050653864913903474,0.047246425435628986,0.006801224369911381,0.002096123642203341,0.06279213440791763,0.22108986242327422
4.15,0.048003050447451456,0.04586686935742648,0.006821138216931555,0.0020595508454017554,0.06245653242717112,0.22064362113763114
4.16,0.04533943832136344,0.0444772974004517,0.006838056416470478,0.0020236061135598593,0.06212272412131106,0.22019828053228951
4.17,0.04266410802002107,0.04307830479398417,0.006852030809511117,0.001988278886431141,0.06179069990381058,0.21975383878932445
4.18,0.039978141056287386,0.04167048698608255,0.006863113341567893,0.0019535587748293406,0.0614604502395851,0.21931029409449085
4.19,0.03728262055364306,0.04025443941834189,0.0068713560404485745,0.0019194355592212567,0.06113196564420756,0.21886764463719907
4.2,0.03457863082853774,0.038830757301844106,0.006876810996754131,0.0018858991867894406,0.060805236683846756,0.21842588861050385
4.21,0.03186725697310526,0.03740003539437763,0.00687953034199204,0.0018529397681625909,0.0604802539751455,0.21798502421119925
4.22,0.029149584438407428,0.035962867779020496,0.006879566229561814,0.00182054757615375,0.06015700818515312,0.2175450496396909
4.23,0.026426698618352097,0.034519847644158795,0.00687697081443798,0.0017887130422861903,0.05983549003081195,0.2171059630999908
4.24,0.023699684434454863,0.03307156706491618,0.0068717962336608054,0.00175742675435804,0.05951569027840316,0.21666776279971495
4.25,0.020969625921581643,0.03161861678622646,0.006864094588065837,0.0017266794549971457,0.05919759974353657,0.21623044695008575
4.26,0.018237605814835776,0.03016158600752164,0.006853917922461677,0.0016964620379861049,0.05888120929095708,0.21579401376593021
4.2700000000000005,0.015504705137740812,0.0287010621691295,0.006841318208703807,0.0016667655465245426,0.05856650983456581,0.21535846146567966
4.28,0.012772002791872903,0.02723763074045335,0.00682634732654423,0.001637581171432176,0.05825349233665194,0.21492378827137162
4.29,0.010040575148090328,0.025771875010000823,0.006809057046990939,0.001608900247591823,0.05794214780759785,0.21448999240864466
4.3,0.007311495639517107,0.024304375877333303,0.006789499014774979,0.0015807142527235825,0.057632467305854945,0.21405707210667302
4.3100000000000005,0.004585834356424245,0.02283571164700129,0.006767724731320319,0.0015530148050970408,0.057324441937753816,0.21362502559829824
4.32,0.0018646576431632735,0.021366457824535137,0.006743785539066531,0.0015257936604326835,0.057018062857448704,0.2131938511199345
4.33,-0.000850972302705155,0.019897186914596774,0.00671773260429898,0.0014990427108908181,0.05671332126610551,0.2127635469115255
4.34,-0.003559997828935524,0.01842846822123527,0.006689616902705498,0.0014727539823805186,0.0564102084117722,0.2123341112165451
4.3500000000000005,-0.006261366224632485,0.016960867650420385,0.006659489202860383,0.0014469196320187941,0.056108715589316197,0.21190554228199826
4.36,-0.008954030113648924,0.015494947514894233,0.006627400052177788,0.0014215319471385423,0.055808834140287505,0.21147783835841805
4.37,-0.011636947845207296,0.014031266341377108,0.006593399761809807,0.0013965833423506507,0.055510555452691845,0.21105099769986888
4.38,-0.014309083881597313,0.01257037868020258,0.006557538392395751,0.0013720663575211812,0.05521387096027645,0.21062501856394494
4.39,-0.016969409182812253,0.011112834917436854,0.006519865740660236,0.0013479736566990978,0.05491877214248312,0.21019989921177
4.4,-0.019616901587983175,0.009659181089541191,0.00648043132504109,0.0013242980250795866,0.05462525052434262,0.20977563790795892
4.41,-0.022250546193471537,0.00820995870063365,0.006439284373591005,0.0013010323674027627,0.05433329767640469,0.20935223292064525
4.42,-0.024869335727487105,0.006765704542403846,0.006396473810024773,0.001278169706772366,0.05404290521432105,0.20892968252153074
4.43,-0.02747227092109048,0.005326950516775311,0.006352048242317385,0.0012557031816252972,0.05375406479828642,0.2085079849857744
4.44,-0.030058360875451464,0.003894223461271082,0.006306055949773981,0.0012336260444639898,0.05346676813302788,0.20808713859199296
4.45,-0.032626623425226695,0.0024680449771935418,0.006258544871737865,0.0012119316605457766,0.05318100696765015,0.2076671416222586
4.46,-0.03517608549793126,0.0010489312606894656,0.0062095625961089695,0.0011906135049530734,0.05289677309563985,0.20724799236209945
4.47,-0.03770578346916954,-0.0003626070632906022,0.006159156347963188,0.001169665161576052,0.052614058354268946,0.20682968910049981
4.48,-0.04021476351360318,-0.0017660651040781452,0.0061073729794530315,0.0011490803216620096,0.052332854624204034,0.206412230129901
4.49,-0.042702081951527054,-0.0031609438653702887,0.006054258958578574,0.001128852781063422,0.052053153829502465,0.20599561374619998
4.5,-0.04516680559093338,-0.0045467504022686815,0.005999860360094955,0.0011089764393831987,0.05177494793742669,0.20557983824874212
4.51,-0.047608012064939115,-0.005922997975228031,0.005944222854831181,0.0010894452984189927,0.05149822895848366,0.20516490194026493
4.5200000000000005,-0.05002479016445949,-0.007289206200870227,0.005887391701193561,0.0010702534596054854,0.0512229889457104,0.20475080312702604
4.53,-0.052416240166007,-0.00864490119958832,0.005829411735409894,0.0010513951232654437,0.050949219994425754,0.20433754011869942
4.54,-0.054781474154504906,-0.009989615740019811,0.005770327363255317,0.0010328645869968427,0.05067691424221452,0.20392511122834234
4.55,-0.05711961634099556,-0.01132288938022716,0.005710182551485793,0.0010146562432928718,0.05040606386874406,0.20351351477239554
4.5600000000000005,-0.05942980337513775,-0.012644268605597798,0.005649020819645926,0.0009967645788642834,0.05013666109577411,0.20310274907068276
4.57,-0.06171118465237853,-0.013953306963430593,0.0055868852326627465,0.000979184173018334,0.04986869818641476,0.20269281244641357
4.58,-0.06396292261569685,-0.015249565194171167,0.005523818392854705,0.0009619096954242757,0.04960216744496748,0.20228370322617947
