Delta/J(row) \ gamma/J(column),0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0
0.0,-0.2013727750214907,-0.04479685308540215,-1.3010426069826053e-18,-2.7647155398380363e-18,-3.112310756336889e-15,-1.743787406138786e-14,-8.460788493425131e-15,1.0893846588699851e-13,4.790187560846371e-12,8.645578285400302e-11,8.576342097436906e-10
0.5,-0.17888144365301833,-0.09220737557814551,-0.0357182108818007,-0.005745445548854206,-0.0006443100241966177,-0.0002717709150642829,-0.00014316661212636012,-8.523255698243913e-05,-5.501206779187272e-05,-3.763134460634202e-05,-2.690225354759496e-05
1.0,-0.11858993387640593,-0.05243353146419833,-0.01261525,-0.00491511546724026,-0.002637103911478262,-0.0014902198722331306,-0.0008992083385202014,-0.0005765614185997538,-0.00038918972916536667,-0.0002740861636013497,-0.00019988538998033642
1.5,-0.039149336234401866,-0.022749617313365604,-0.01446924152875347,-0.008945610468449085,-0.005694687574132738,-0.003669183993648909,-0.002419857486594387,-0.0016461063569218233,-0.0011564963030702125,-0.0008374467252024156,-0.0006230353290678816
2.0,-0.10783954327515612,-0.03522030197507177,-0.021297116833839776,-0.014018081135000263,-0.009546994238573508,-0.0065880490359410526,-0.004609189657812751,-0.003284354621953304,-0.0023900903054963596,-0.0017771891237980974,-0.0013490173440780164
2.5,-0.14929967131315922,-0.051786882172383406,-0.029275572643590726,-0.0195985000578299,-0.013859071857804075,-0.009988796176371889,-0.007288398886555066,-0.005387474406085728,-0.004041200026092097,-0.0030791346799634253,-0.0023832926506266536
3.0,-0.15131124091837697,-0.0657638068720311,-0.03689775131868405,-0.025178890501577747,-0.01831362969781276,-0.013630411301808986,-0.010271155124697508,-0.007821279554466655,-0.00602126122295211,-0.0046899596846569375,-0.0036973504771722412
3.5,-0.15610454840131474,-0.07703176024771739,-0.04389437734099647,-0.030518557647100084,-0.022698178972713225,-0.017326634630137082,-0.013398509922392603,-0.010456927492821197,-0.008232252144074281,-0.0065394125350509555,-0.00524355857857487
4.0,-0.162999054933361,-0.08622760515109228,-0.050284135148144005,-0.03554475613774473,-0.026905671268337854,-0.020957708089899437,-0.016552366777844545,-0.013187857920768233,-0.01058423492849354,-0.008555777667529655,-0.006967402632013299
4.5,-0.16501042189527257,-0.09355053820806948,-0.05612724497853787,-0.04026008601828514,-0.0308993985103775,-0.02445937914518779,-0.01965557060853543,-0.015934750645250764,-0.013003379179371041,-0.010674791242910524,-0.008815651702876525
5.0,-0.16780307419691148,-0.09951543939489438,-0.061476272144444837,-0.044691761767915894,-0.034679896834260135,-0.02780612567217264,-0.02266404182659062,-0.01864427276584326,-0.015434089457664104,-0.012843594035336402,-0.010741255551835723
5.5,-0.17432209753736905,-0.10431683853819998,-0.06637117800907975,-0.04886977096552236,-0.03826390048802554,-0.030994660838917148,-0.025557143270129506,-0.021283612838759562,-0.01783746979051076,-0.015021807030742676,-0.012705270721789286
6.0,-0.17720704028524675,-0.10827275992804883,-0.07084431890463741,-0.05281851314260017,-0.04167226193603682,-0.03403377542620011,-0.028329474408713577,-0.0238356669181416,-0.02018832925338708,-0.017180012457667267,-0.01467738993016593
6.5,-0.1781854129828987,-0.1115086388158901,-0.07492451636097926,-0.056556052172254956,-0.044924518061051286,-0.03693677804184825,-0.03098438697408013,-0.026294067626440206,-0.02247235157679193,-0.019298595560659913,-0.01663490653257137
7.0,-0.1816442318694894,-0.11421484325961823,-0.07864015989318365,-0.060094801849212114,-0.04803688890809123,-0.03971765389797271,-0.03352977212953147,-0.02865884830407003,-0.024682675097867084,-0.021365254603508986,-0.018562114163689268
7.5,-0.18300336203794274,-0.11646717865550027,-0.08201943939577117,-0.06344353931893937,-0.051021883693899296,-0.04238958564433748,-0.035974995689815534,-0.030934117934803378,-0.02681762229062091,-0.023373329814029675,-0.020448530357205334
8.0,-0.18336629686444406,-0.11837819157053513,-0.08509071328910676,-0.06660940014824918,-0.05388875104686814,-0.04496363001034375,-0.038329763272024385,-0.03312597994513467,-0.02887899643882375,-0.02532032158410345,-0.022288011831622108
8.5,-0.18547353886438744,-0.11999578219260927,-0.0878814483931272,-0.06959850200838194,-0.056643996387251566,-0.04744885323967408,-0.04060289553747311,-0.035240946646597805,-0.030870191173712123,-0.027206194630384227,-0.024077559988621745
9.0,-0.18616312213934455,-0.1213854076485312,-0.0904181794049151,-0.07241692201932289,-0.059292375278118085,-0.049852362519788494,-0.042802492286496616,-0.03728601009725082,-0.032795754440612855,-0.029032933459875267,-0.02581610645073216
9.5,-0.18630879076178078,-0.12258038624367422,-0.09272555630063177,-0.07507110070957099,-0.061837253219456725,-0.05217976760662647,-0.04493503599831164,-0.03926735448097099,-0.0346606292554482,-0.03080339144555117,-0.027504614214005282
10.0,-0.18770763606014043,-0.12361751126766492,-0.09482638730913166,-0.07756804963256728,-0.06428105567962722,-0.054434975833968044,-0.04700600000235334,-0.04119085527247179,-0.036469625750768286,-0.03252111559781661,-0.02914474306712207
