time,imbalance Delta=0.1J,imbalance Delta=0.3J,imbalance Delta=0.5J,imbalance Delta=3J,imbalance Delta=5J,imbalance Delta=10J
6.95,0.09892849516524058,0.07699620532040265,0.04529075616199205,0.012737212728216698,0.03728230010461739,0.05406267786451415
7.0,0.09308085016881847,0.07230109101553699,0.04193013806101965,0.011231219636921889,0.03457479113793536,0.050731146578285535
7.050000000000001,0.08636877101850335,0.066961707324956,0.038218433702641455,0.009760965267817197,0.031880866909275676,0.04741677499538869
7.1000000000000005,0.07886430772032108,0.06103928533961751,0.03420141530425455,0.008326816432501343,0.02920562200237228,0.04412255834841958
7.15,0.07064668379081182,0.05459997506254178,0.02992696691297815,0.006927739686051417,0.026554373443772827,0.04084970129734138
7.2,0.061801469285502134,0.047714072564906125,0.02544454260505142,0.005561652044527278,0.023933050823612283,0.03759833300965095
7.25,0.05241969754472433,0.040455336342139187,0.020804650324753322,0.0042258358102160425,0.02134844071493729,0.034368789704383104
7.300000000000001,0.04259694351074645,0.03290018991084424,0.016058313492837102,0.002917335948655601,0.018808172996624774,0.03116328695556827
7.3500000000000005,0.03243236230671387,0.025126945549589476,0.011256534753564622,0.0016333339377809825,0.016320508769976143,0.027987342076310425
7.4,0.02202769612318223,0.017215028988706183,0.006449770780954675,0.00037145902173393234,0.013893926093014746,0.024850294173816526
7.45,0.011486258970365626,0.009244166446641737,0.0016874334247605407,-0.0008699035055817817,0.011536603448064835,0.021764823645734618
7.5,0.0009119373317290416,0.0012935845040473498,-0.002982596564361701,-0.0020914078901340923,0.009255826735796576,0.018745022586395738
7.550000000000001,-0.009591837662465923,-0.006558754422093265,-0.0075143802720467785,-0.0032926374973706683,0.007057463483270732,0.015803653507266455
7.6000000000000005,-0.01992306316145283,-0.014236895969226039,-0.011864347207977117,-0.0044720430253142995,0.004945484476284504,0.012949539978919834
7.65,-0.029982160699144993,-0.021667635277231454,-0.01599175532138357,-0.005626981418466744,0.0029216970642663266,0.010185781106059584
7.7,-0.039672927087545475,-0.02878116940841321,-0.019859015556206172,-0.006753832526574176,0.0009856785319618316,0.007509449022260356
7.75,-0.04890345797555553,-0.03551176226315159,-0.023431993346463956,-0.007848164893484201,-0.0008651193694978851,0.004912792326513126
7.800000000000001,-0.05758699811660647,-0.04179831125740257,-0.026680284879128876,-0.00890498257866812,-0.0026349679953237464,0.002386192256191411
7.8500000000000005,-0.06564275637730581,-0.047584923471239916,-0.02957749573781046,-0.00991897701844358,-0.0043293357462932044,-7.865900743534923e-05
7.9,-0.07299664677271016,-0.05282139333136516,-0.0321013992206665,-0.01088480579056023,-0.005954256407804176,-0.002485670257395298
7.95,-0.0795819487392139,-0.05746358718530179,-0.03423405773003428,-0.011797369902602202,-0.007515552333347924,-0.004832586905372412
8.0,-0.08533987906764004,-0.06147382718125765,-0.03596193330746519,-0.012652086885339447,-0.009018170071103584,-0.007110897749560102
8.05,-0.09022016205156959,-0.06482117780865021,-0.03727595347155683,-0.013445126753028594,-0.010465620697499328,-0.009307242997281522
8.1,-0.09418145655201572,-0.06748167658289392,-0.038171491299445345,-0.014173598115013435,-0.011859567695017456,-0.011406199727402313
8.15,-0.0971916927161828,-0.06943848451199644,-0.03864831535958726,-0.014835691623947657,-0.01319958494948101,-0.013393140261187823
8.200000000000001,-0.09922830685957279,-0.07068194247280306,-0.03871054666702123,-0.015430734311067857,-0.014483139737210195,-0.015256698699608879
8.25,-0.10027838808385131,-0.07120955147871502,-0.03836646957508665,-0.01595920749728231,-0.015705827452874008,-0.01699010660902537
8.3,-0.10033878872421345,-0.0710259451971328,-0.03762840657455632,-0.016422693886184128,-0.016861749419495545,-0.018591135722505515
8.35,-0.0994160065367866,-0.07014271102214548,-0.036512477436319794,-0.016823761135594806,-0.01794403448988826,-0.020060951625508857
8.4,-0.09752613083236449,-0.06857820219873409,-0.035038365996924656,-0.01716581050095588,-0.018945539502778323,-0.021402402468377657
8.450000000000001,-0.09469459288341028,-0.06635727394743494,-0.0332290730050996,-0.01745288362896655,-0.019859443209061134,-0.02261840224492307
8.5,-0.09095582499724507,-0.06351096491582445,-0.03111059110632351,-0.017689440886566408,-0.02067983743806561,-0.023710774037396933
8.55,-0.0863529144950034,-0.06007608353268102,-0.0287115801291699,-0.017880116595126578,-0.021402188803219098,-0.024679989227910905
8.6,-0.08093710033725189,-0.056094782218339134,-0.02606300603388276,-0.018029493725148702,-0.022023665816519697,-0.025525519461814528
8.65,-0.07476721403946485,-0.05161406884362104,-0.023197779717106848,-0.018141883583909647,-0.022543228196665516,-0.02624647905547857
8.700000000000001,-0.06790907041950525,-0.046685276118365975,-0.02015038678593982,-0.018221154216519955,-0.02296151317439875,-0.026842189904211403
8.75,-0.060434774955443187,-0.041363492197732825,-0.016956513146404822,-0.018270564491771498,-0.02328072892708219,-0.027312294264097446
8.8,-0.0524219638260174,-0.03570697999362653,-0.01365263756153635,-0.018292659964750223,-0.0235042206238978,-0.02765642242929805
8.85,-0.043953003623178305,-0.029776543397013907,-0.010275640576418974,-0.01828922141567827,-0.023636048836167683,-0.02787357576362575
8.9,-0.03511416312924463,-0.02363490303766218,-0.006862414468114165,-0.018261267014314658,-0.023680518658899096,-0.027961664080453294
8.950000000000001,-0.02599473898983954,-0.017346054468129514,-0.0034494821829740615,-0.01820910201832876,-0.02364175676793633,-0.02791783272842248
9.0,-0.016686172158638993,-0.010974601288326814,-7.261793759500302e-05,-0.01813242465894708,-0.023523372291064274,-0.027739051800622236
9.05,-0.007281127811306458,-0.004585107448723835,0.003233485620647178,-0.01803044380678502,-0.023328244373607802,-0.027423705613278004
9.1,0.002127411867327153,0.0017585380728345939,0.006435574896177572,-0.01790205991502936,-0.02305848116983069,-0.02697358089539832
9.15,0.011447063820637204,0.007993751348256872,0.009502149696147367,-0.01774605340841987,-0.022715518221730353,-0.02639542215005955
9.200000000000001,0.020586930390520675,0.014059854579257075,0.012403744469594167,-0.01756128643144889,-0.022300364026297523,-0.02570153776657739
9.25,0.029458496975624446,0.019898645869159844,0.0151132002572545,-0.017346884872606973,-0.021813929549907317,-0.024909036031979595
9.3,0.03797647690687352,0.025454957271325983,0.01760590606209246,-0.017102418776082175,-0.021257518609547405,-0.02403747778585267
9.35,0.046059629506615705,0.030677152049475735,0.019859994356965165,-0.01682804374578369,-0.02063319719515764,-0.023105796318434707
9.4,0.053631508901742043,0.03551760063440699,0.021856515478926815,-0.01652462979502425,-0.019944181879794486,-0.02212915796448901
9.450000000000001,0.06062121845242864,0.039933093389259725,0.023579588788772303,-0.01619382850778328,-0.01919512456020446,-0.021116301442633153
9.5,0.06696402993961764,0.04388521725274717,0.025016498129085935,-0.015838083242555295,-0.01839225130377294,-0.020068905368859056
9.55,0.07260198967573771,0.04734067468108492,0.02615775529351654,-0.015460618312156707,-0.01754333292347653,-0.018982607970637305
9.600000000000001,0.07748444458195676,0.05027155738433206,0.026997156255921383,-0.015065354423196863,-0.016657495659782424,-0.017850049805534368
9.65,0.08156851134055249,0.052655549452011154,0.027531782169512936,-0.014656800885341109,-0.015744906138646278,-0.0166647888629805
9.700000000000001,0.08481942144884802,0.05447607297032951,0.027761955985503538,-0.014239905325264741,-0.014816303907123877,-0.015424893970442763
9.75,0.08721079123714816,0.055722372735038966,0.02769118320695286,-0.013819860078746166,-0.013882469281266848,-0.014135588355600978
9.8,0.08872488911826668,0.05638955829197273,0.027326048915208533,-0.013401920496735217,-0.012953674046551634,-0.012810004489601899
9.850000000000001,0.0893526926851543,0.05647856119427917,0.026676074401698793,-0.012991190331656546,-0.0120391433596491,-0.011467271301745286
9.9,0.08909395891513375,0.055996087119210364,0.025753592468446503,-0.012592420170864926,-0.011146613603086292,-0.010129419902250162
9.950000000000001,0.08795715667512685,0.054954435611331426,0.024573554139048253,-0.012209832270249356,-0.010282026424430424,-0.008817110912241632
10.0,0.0859593381930807,0.0533713616372488,0.023153330528702814,-0.011846944683789159,-0.009449323217734059,-0.007545653061448405
